City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Cayenne,GF,4.9333,-52.3333,84.24,74,75,9.42,broken clouds
1,Sabang,ID,5.8933,95.3214,82.99,76,86,17.98,light rain
2,Ushuaia,AR,-54.8,-68.3,29.86,86,75,6.91,broken clouds
3,Meulaboh,ID,4.1363,96.1285,78.24,84,95,1.86,overcast clouds
4,Hualmay,PE,-11.0964,-77.6139,67.64,78,97,6.69,overcast clouds
5,Qaanaaq,GL,77.484,-69.3632,33.19,89,100,2.95,overcast clouds
6,Bara,NG,10.3744,10.7288,96.58,23,44,3.29,scattered clouds
7,Faanui,PF,-16.4833,-151.75,78.4,68,100,14.58,overcast clouds
8,Sao Joao Do Piaui,BR,-8.3581,-42.2467,94.82,28,11,7.54,few clouds
9,Hithadhoo,MV,-0.6,73.0833,84.07,70,82,16.64,broken clouds
10,Omsukchan,RU,62.5333,155.8,34.03,79,76,7.49,broken clouds
11,Kodiak,US,57.79,-152.4072,45.91,87,90,14.97,light rain
12,Hirosaki,JP,40.5931,140.4725,50.68,95,57,1.77,broken clouds
13,Sola,VU,-13.8833,167.55,76.53,84,100,14.88,overcast clouds
14,Atuona,PF,-9.8,-139.0333,78.66,70,25,11.88,scattered clouds
15,Neuruppin,DE,52.9282,12.8031,72.99,37,46,6.55,scattered clouds
16,Shieli,KZ,44.1667,66.75,88.41,23,100,6.58,overcast clouds
17,Puerto Ayora,EC,-0.7393,-90.3518,76.96,86,83,5.01,broken clouds
18,Saint-Philippe,RE,-21.3585,55.7679,72.99,82,21,6.4,few clouds
19,Cidreira,BR,-30.1811,-50.2056,58.1,42,0,7.87,clear sky
20,Pevek,RU,69.7008,170.3133,36.25,67,36,0.38,scattered clouds
21,Georgetown,MY,5.4112,100.3354,86.9,76,20,1.01,few clouds
22,Busselton,AU,-33.65,115.3333,51.08,85,100,6.46,overcast clouds
23,Alofi,NU,-19.0595,-169.9187,73.29,94,56,3.44,light rain
24,Idrinskoye,RU,54.3708,92.1358,48.42,65,0,4.72,clear sky
25,Caimito,CO,8.8123,-75.4107,83.59,75,87,2.42,overcast clouds
26,Carnarvon,AU,-24.8667,113.6333,59.07,88,1,8.05,clear sky
27,Rikitea,PF,-23.1203,-134.9692,74.08,66,0,13.47,clear sky
28,New Norfolk,AU,-42.7826,147.0587,44.58,83,100,1.01,overcast clouds
29,Hobart,AU,-42.8794,147.3294,44.92,83,100,1.99,light rain
30,Pangnirtung,CA,66.1451,-65.7125,32.0,93,40,9.22,scattered clouds
31,Semnan,IR,35.5729,53.3971,93.34,10,0,12.35,clear sky
32,Alice Springs,AU,-23.7,133.8833,58.55,29,91,7.65,overcast clouds
33,Sioux Lookout,CA,50.1001,-91.917,57.27,77,20,4.61,few clouds
34,Grand Gaube,MU,-20.0064,57.6608,75.6,75,0,4.0,clear sky
35,Punta Arenas,CL,-53.15,-70.9167,30.22,86,0,3.56,clear sky
36,Washougal,US,45.5826,-122.3534,69.04,71,29,1.99,scattered clouds
37,San Andres,CO,12.5847,-81.7006,86.02,66,20,12.66,few clouds
38,Vaini,TO,-21.2,-175.2,73.56,88,90,10.36,overcast clouds
39,Mataura,NZ,-46.1927,168.8643,49.48,96,100,2.1,overcast clouds
40,Touros,BR,-5.1989,-35.4608,83.3,63,85,14.03,overcast clouds
41,Beyneu,KZ,45.3167,55.2,83.95,32,1,19.8,clear sky
42,Lagoa,PT,39.05,-27.9833,61.21,85,100,19.69,overcast clouds
43,Albany,US,42.6001,-73.9662,54.91,80,99,6.82,overcast clouds
44,Tuktoyaktuk,CA,69.4541,-133.0374,30.2,86,90,14.97,overcast clouds
45,Castro,BR,-24.7911,-50.0119,57.25,97,100,2.62,overcast clouds
46,Mae Sot,TH,16.7167,98.5667,76.35,95,32,1.97,moderate rain
47,Mount Isa,AU,-20.7333,139.5,58.77,63,40,0.0,scattered clouds
48,Kirovskiy,RU,45.0917,133.5136,51.08,94,22,3.31,few clouds
49,Nakhodka,RU,42.8333,132.8947,48.22,95,73,5.95,broken clouds
50,Valparaiso,CL,-33.0393,-71.6273,71.83,35,0,6.91,clear sky
51,Samarai,PG,-10.6167,150.6667,78.73,78,100,20.87,overcast clouds
52,Havoysund,NO,70.9963,24.6622,43.68,96,100,25.79,overcast clouds
53,Mar Del Plata,AR,-38.0023,-57.5575,62.1,58,20,3.0,few clouds
54,Nkowakowa,ZA,-23.8878,30.2871,60.85,68,90,3.94,overcast clouds
55,Jinchang,CN,38.4953,102.1739,67.21,15,100,4.03,overcast clouds
56,Ossora,RU,59.2353,163.0719,36.79,75,58,3.09,broken clouds
57,Saskylakh,RU,71.9167,114.0833,46.63,72,68,13.49,broken clouds
58,Jamestown,US,42.097,-79.2353,63.3,46,58,3.0,broken clouds
59,Hilo,US,19.7297,-155.09,77.29,94,90,4.61,moderate rain
60,Kentville,CA,45.0835,-64.4988,57.45,94,100,2.3,overcast clouds
61,Natchitoches,US,31.7668,-93.1335,73.18,73,1,4.61,clear sky
62,Omboue,GA,-1.5746,9.2618,81.37,75,100,9.98,light rain
63,Fortuna,US,40.5982,-124.1573,57.65,89,78,4.5,broken clouds
64,Virginia Beach,US,36.8529,-75.978,68.02,65,2,1.99,clear sky
65,Ahipara,NZ,-35.1667,173.1667,57.97,78,8,12.97,clear sky
66,Khatanga,RU,71.9667,102.5,35.33,98,100,8.12,moderate rain
67,Muros,ES,42.7762,-9.0603,82.9,64,34,4.32,scattered clouds
68,Dikson,RU,73.5069,80.5464,31.06,97,100,16.84,light snow
69,Ilulissat,GL,69.2167,-51.1,32.68,93,100,3.02,overcast clouds
70,Richards Bay,ZA,-28.783,32.0377,66.72,66,77,13.2,broken clouds
71,Rockhampton,AU,-23.3833,150.5,58.89,82,3,5.75,clear sky
72,Kavieng,PG,-2.5744,150.7967,78.22,89,100,5.99,light rain
73,Yatou,CN,37.15,122.3833,62.29,87,85,11.65,overcast clouds
74,Butaritari,KI,3.0707,172.7902,82.6,77,36,15.99,scattered clouds
75,Douglas,US,41.3,-96.167,62.74,80,1,1.01,clear sky
76,Vila Velha,BR,-20.3297,-40.2925,83.97,70,75,11.01,broken clouds
77,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.74,60,75,10.36,broken clouds
78,Nevel,RU,56.0209,29.9284,58.71,37,60,2.91,broken clouds
79,Severo-Kurilsk,RU,50.6789,156.125,37.04,98,100,27.81,light rain
80,Berbera,SO,10.4396,45.0143,91.45,54,100,4.29,overcast clouds
81,Saint George,US,37.1041,-113.5841,77.47,18,24,1.01,few clouds
82,Bethel,US,41.3712,-73.414,55.51,85,90,1.99,overcast clouds
83,Ponta Do Sol,PT,32.6667,-17.1,71.01,73,58,2.55,broken clouds
84,Port Alfred,ZA,-33.5906,26.891,62.71,62,100,12.19,overcast clouds
85,Longyearbyen,SJ,78.2186,15.6401,37.24,65,75,8.05,broken clouds
86,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,94,75,13.27,mist
87,Bayir,TR,37.2687,28.2167,72.12,41,5,10.36,clear sky
88,Port Elizabeth,ZA,-33.918,25.5701,63.1,77,20,20.71,few clouds
89,Ust-Nera,RU,64.5667,143.2,50.34,72,100,2.17,light rain
90,Riyadh,SA,24.6877,46.7219,107.74,8,0,11.5,clear sky
91,Iskenderun,TR,36.5872,36.1735,79.92,47,0,5.59,clear sky
92,Victor Harbor,AU,-35.5667,138.6167,57.9,37,94,8.03,overcast clouds
93,Dingle,PH,10.9995,122.6711,78.91,90,100,2.66,overcast clouds
94,Hasaki,JP,35.7333,140.8333,61.29,70,84,4.81,broken clouds
95,Ampanihy,MG,-24.7,44.75,67.96,73,84,14.45,broken clouds
96,Cartagena Del Chaira,CO,1.3349,-74.8429,72.68,99,100,1.16,overcast clouds
97,Camabatela,AO,-8.1881,15.375,83.26,25,1,5.77,clear sky
98,Te Anau,NZ,-45.4167,167.7167,40.33,92,55,3.04,broken clouds
99,Campbell River,CA,50.0163,-125.2446,58.59,88,100,2.35,overcast clouds
100,Tasiilaq,GL,65.6145,-37.6368,35.89,82,12,9.06,few clouds
101,Byron Bay,AU,-28.65,153.6167,57.15,88,24,7.99,few clouds
102,Faya,SA,18.3851,42.4509,82.49,12,1,16.35,clear sky
103,Nikolskoye,RU,59.7035,30.7861,55.8,58,100,7.47,light rain
104,Tanggu,CN,39.0211,117.6469,62.56,86,100,8.79,light rain
105,Saint-Pierre,RE,-21.3393,55.4781,73.08,77,0,4.61,clear sky
106,Klyuchi,RU,52.2667,79.1667,74.08,42,29,14.79,scattered clouds
107,Boulder City,US,35.9786,-114.8325,85.84,12,1,0.0,clear sky
108,Nanortalik,GL,60.1432,-45.2371,38.73,78,50,13.0,scattered clouds
109,Martinsville,US,36.6915,-79.8725,66.45,59,1,0.76,clear sky
110,Shelburne,CA,44.0787,-80.2041,65.75,36,39,7.34,scattered clouds
111,Sorland,NO,67.667,12.6934,50.07,88,100,5.57,overcast clouds
112,Thompson,CA,55.7435,-97.8558,61.32,43,97,6.31,overcast clouds
113,Iqaluit,CA,63.7506,-68.5145,32.7,80,92,8.01,overcast clouds
114,Bambous Virieux,MU,-20.3428,57.7575,74.21,71,1,9.48,clear sky
115,Kamenka,RU,51.3223,42.7678,59.36,78,100,8.77,overcast clouds
116,Kinablangan,PH,7.6947,126.5503,75.36,93,100,6.87,heavy intensity rain
117,Turukhansk,RU,65.8167,87.9833,39.36,93,100,1.54,light rain
118,Paamiut,GL,61.994,-49.6678,36.91,84,94,7.11,overcast clouds
119,Avarua,CK,-21.2078,-159.775,71.65,68,87,4.61,overcast clouds
120,Souillac,MU,-20.5167,57.5167,74.35,75,0,8.48,clear sky
121,Tiksi,RU,71.6872,128.8694,34.47,90,10,4.0,clear sky
122,Mazyr,BY,52.0495,29.2456,56.26,67,73,7.47,broken clouds
123,Saint-Augustin,CA,51.226,-58.6502,55.4,43,100,16.04,overcast clouds
124,Salalah,OM,17.0151,54.0924,83.34,75,99,7.65,overcast clouds
125,Tuatapere,NZ,-46.1333,167.6833,49.82,85,78,1.45,broken clouds
126,Burnie,AU,-41.0667,145.9167,47.91,87,100,4.54,overcast clouds
127,Lianran,CN,24.9227,102.485,66.04,85,43,3.53,scattered clouds
128,Oranjemund,NA,-28.55,16.4333,59.58,78,0,12.21,clear sky
129,Chandbali,IN,20.7833,86.7667,85.35,86,73,13.47,broken clouds
130,Gordeyevka,RU,52.9569,31.9703,55.69,61,79,4.97,broken clouds
131,Talnakh,RU,69.4865,88.3972,32.9,89,100,7.25,overcast clouds
132,Komsomolskiy,UZ,40.4272,71.7189,87.22,30,1,9.93,clear sky
133,Moche,PE,-8.1711,-79.0092,66.94,89,100,6.55,overcast clouds
134,Sitka,US,57.0531,-135.33,50.63,94,100,7.36,moderate rain
135,Vung Tau,VN,10.346,107.0843,85.08,79,53,10.96,broken clouds
136,Bethanien,NA,-26.502,17.1583,65.28,15,0,11.39,clear sky
137,Palaikastron,GR,35.2,26.25,71.15,70,0,12.55,clear sky
138,Constitucion,CL,-35.3333,-72.4167,61.57,86,95,5.12,overcast clouds
139,Yellowknife,CA,62.456,-114.3525,46.33,65,100,5.99,overcast clouds
140,Kapaa,US,22.0752,-159.319,71.58,76,74,4.41,broken clouds
141,Aden,YE,12.7794,45.0367,89.06,64,9,5.59,clear sky
142,Ambilobe,MG,-13.2,49.05,75.92,69,10,1.39,clear sky
143,Mount Gambier,AU,-37.8333,140.7667,49.91,50,100,16.11,overcast clouds
144,Codrington,AU,-38.2667,141.9667,49.57,41,100,11.92,overcast clouds
145,Saldanha,ZA,-33.0117,17.9442,62.65,74,10,12.15,clear sky
146,Pisco,PE,-13.7,-76.2167,66.25,82,90,3.44,mist
147,Cape Town,ZA,-33.9258,18.4232,62.1,81,75,1.99,light rain
148,Arraial Do Cabo,BR,-22.9661,-42.0278,75.16,88,75,6.91,light intensity drizzle
149,Shakhovskaya,RU,56.0283,35.5097,54.57,50,97,1.23,overcast clouds
150,Avera,US,33.194,-82.5271,74.91,52,87,7.96,overcast clouds
151,Hermanus,ZA,-34.4187,19.2345,58.89,76,53,10.04,light rain
152,Naica,MX,27.85,-105.4833,79.32,20,8,8.95,clear sky
153,Bredasdorp,ZA,-34.5322,20.0403,63.72,55,28,10.63,light rain
154,Olafsvik,IS,64.8945,-23.7142,45.97,77,87,19.35,overcast clouds
155,Southampton,GB,50.904,-1.4043,75.76,40,0,10.36,clear sky
156,Provideniya,RU,64.3833,-173.3,38.5,67,92,7.85,overcast clouds
157,Fare,PF,-16.7,-151.0167,78.01,67,44,16.89,scattered clouds
158,Torbay,CA,47.6666,-52.7314,63.28,58,56,10.92,broken clouds
159,Hambantota,LK,6.1241,81.1185,84.54,79,20,20.69,few clouds
160,Sao Filipe,CV,14.8961,-24.4956,74.46,76,9,14.76,clear sky
161,Jandaia Do Sul,BR,-23.6031,-51.6433,63.59,89,100,3.2,overcast clouds
162,Kohlu,PK,29.8962,69.252,93.34,8,16,10.8,few clouds
163,Xiantao,CN,30.3833,113.4,77.58,76,1,2.93,clear sky
164,Mahebourg,MU,-20.4081,57.7,74.25,72,0,9.46,clear sky
165,Launceston,AU,-41.45,147.1667,47.16,91,90,4.56,overcast clouds
166,Khani,GE,41.9563,42.9566,85.57,64,38,3.83,moderate rain
167,Victoria,HK,22.2855,114.1577,83.32,87,100,8.01,light rain
168,Kruisfontein,ZA,-34.0033,24.7314,59.88,77,100,14.94,overcast clouds
169,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,87,90,8.05,overcast clouds
170,Chokurdakh,RU,70.6333,147.9167,52.48,54,30,10.16,scattered clouds
171,Jumla,NP,29.2747,82.1838,56.71,91,37,1.97,scattered clouds
172,Vilcun,CL,-38.65,-72.2333,51.33,96,100,11.65,light rain
173,Vao,NC,-22.6667,167.4833,69.3,59,100,17.67,overcast clouds
174,Nagato,JP,34.3833,131.2,63.19,70,85,5.08,overcast clouds
175,Port Hardy,CA,50.6996,-127.4199,55.58,100,90,3.44,overcast clouds
176,Yicheng,CN,31.3705,119.8703,69.53,79,26,13.44,light rain
177,Cabo San Lucas,MX,22.8909,-109.9124,83.8,56,46,4.03,scattered clouds
178,Scottsbluff,US,41.8666,-103.6672,62.78,68,35,1.01,scattered clouds
179,Kosh-Agach,RU,50.0,88.6667,53.96,34,8,5.66,clear sky
180,Barrow,US,71.2906,-156.7887,28.42,74,90,11.5,overcast clouds
181,Coroata,BR,-4.13,-44.1242,92.23,45,6,2.37,clear sky
182,Krasnyy Chikoy,RU,50.3643,108.7512,34.56,78,93,3.89,overcast clouds
183,Mecca,SA,21.4267,39.8261,102.2,25,19,14.67,few clouds
184,Sterling,US,39.0062,-77.4286,68.86,64,47,3.0,scattered clouds
185,Yerbogachen,RU,61.2767,108.0108,53.2,62,24,5.01,few clouds
186,Migori,KE,-1.0634,34.4731,65.26,94,100,4.05,moderate rain
187,Elizabeth City,US,36.2946,-76.2511,67.01,71,4,1.01,clear sky
188,Vila,PT,42.0304,-8.1588,81.73,58,24,6.22,few clouds
189,Wajid,SO,3.8093,43.2471,87.67,39,95,8.72,overcast clouds
190,Ostrovnoy,RU,68.0531,39.5131,44.49,85,100,19.39,overcast clouds
191,Lundazi,ZM,-12.2929,33.1782,72.66,50,74,9.93,broken clouds
192,Ciucsangeorgiu,RO,46.3167,25.95,57.43,82,97,3.02,light rain
193,Delyatyn,UA,48.5235,24.6247,59.05,94,99,3.62,overcast clouds
194,Pontianak,ID,-0.0333,109.3333,78.78,100,92,1.81,overcast clouds
195,Bengkulu,ID,-3.8004,102.2655,78.48,87,100,2.42,overcast clouds
196,Tayu,ID,-6.5397,111.0518,78.51,87,94,3.83,overcast clouds
197,Ambon,ID,-3.6954,128.1814,77.14,88,40,9.98,scattered clouds
198,College,US,64.8569,-147.8028,57.2,67,99,1.41,overcast clouds
199,Norman Wells,CA,65.282,-126.8329,50.07,77,100,2.95,overcast clouds
200,Kaitangata,NZ,-46.2817,169.8464,45.93,84,94,5.46,overcast clouds
201,Mitzic,GA,0.7821,11.549,81.12,79,37,1.97,light rain
202,Bluff,NZ,-46.6,168.3333,49.8,66,93,6.04,overcast clouds
203,Port Macquarie,AU,-31.4333,152.9167,49.37,90,7,4.92,clear sky
204,Flinders,AU,-34.5833,150.8552,49.37,83,2,1.01,clear sky
205,Skorodnoye,RU,51.071,37.2276,51.69,79,100,8.88,overcast clouds
206,Kalmunai,LK,7.4167,81.8167,83.66,75,100,3.58,overcast clouds
207,Vytegra,RU,61.0064,36.4481,54.84,43,99,2.28,overcast clouds
208,Puerto Madryn,AR,-42.7692,-65.0385,48.06,66,100,11.79,overcast clouds
209,Clifton,US,40.8584,-74.1638,58.82,80,90,1.01,overcast clouds
210,Mancio Lima,BR,-7.6142,-72.8958,73.31,97,100,3.27,overcast clouds
211,Khilok,RU,51.3674,110.4676,35.38,53,16,6.44,few clouds
212,Lorengau,PG,-2.0226,147.2712,80.26,86,100,9.6,overcast clouds
213,Geraldton,AU,-28.7667,114.6,55.81,88,33,14.63,scattered clouds
214,Mujiayingzi,CN,42.1167,118.7833,58.68,69,100,12.8,overcast clouds
215,Mazagao,BR,-0.115,-51.2894,83.41,76,9,2.84,light rain
216,Kungurtug,RU,50.5994,97.5228,36.03,94,93,2.26,light rain
217,Bafoulabe,ML,13.8065,-10.8321,103.84,21,100,4.83,overcast clouds
218,Yamada,JP,39.4667,141.95,54.91,85,100,1.03,overcast clouds
219,Odienne,CI,9.51,-7.5692,85.82,54,99,5.5,overcast clouds
220,Lira,UG,2.235,32.9097,80.69,52,87,3.71,overcast clouds
221,Maldonado,UY,-34.6667,-54.9167,59.23,56,13,20.38,few clouds
222,Arlit,NE,18.7369,7.3853,109.74,4,87,12.66,overcast clouds
223,Dunedin,NZ,-45.8742,170.5036,44.8,85,100,15.01,overcast clouds
224,Kutum,SD,14.2,24.6667,88.97,25,46,19.64,light rain
225,Birjand,IR,32.8663,59.2211,86.34,10,0,15.43,clear sky
226,Pimentel,PE,-6.8367,-79.9342,69.01,82,100,1.99,overcast clouds
227,Doha,QA,25.2867,51.5333,98.58,47,0,9.22,clear sky
228,La Ronge,CA,55.1001,-105.2842,57.27,62,100,6.46,overcast clouds
229,Sistranda,NO,63.7256,8.834,58.96,84,100,12.53,overcast clouds
230,Saint-Ambroise,CA,48.5501,-71.3324,54.9,84,100,5.19,overcast clouds
